"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_contact_us_form[chromium]","tests","Mon Feb 23 06:25:52 UTC 2026","broken","Mon Feb 23 06:25:52 UTC 2026","","test_contact","",""
"","0","test_add_to_cart_flow[chromium]","tests","Mon Feb 23 06:25:52 UTC 2026","broken","Mon Feb 23 06:25:52 UTC 2026","","test_shop","",""
"","0","test_add_to_cart_flow[chromium]","tests","Mon Feb 23 06:25:51 UTC 2026","broken","Mon Feb 23 06:25:51 UTC 2026","","test_add_cart","",""
"","0","test_full_registration_and_login[chromium-user0]","tests","Mon Feb 23 06:25:52 UTC 2026","broken","Mon Feb 23 06:25:52 UTC 2026","","test_auth","",""
"","0","test_full_registration_and_login[chromium-user1]","tests","Mon Feb 23 06:25:52 UTC 2026","broken","Mon Feb 23 06:25:52 UTC 2026","","test_auth","",""
